name,descript,eval_link
Siyabonga – Helfende Hände für Afrika e.V.,Siyabonga – Helfende Hände für Afrika e.V. ist in zwei Townships in KwaZulu-Natal an der Ostküste Südafrikas tätig. Der Verein unterstützt in Zusammenarbeit mit dem …,https://www.dzi.de/organisation/siyabonga-helfende-haende-fuer-afrika-e-v/
Solidaritätsdienst International e.V. (SODI),"Im Vordergrund der Arbeit von SODI steht die Stärkung der Selbstbestimmung von Menschen, die am Rande von Gesellschaften leben, diskriminiert werden und Ausbeutungsstrukturen ausgesetzt sind. …",https://www.dzi.de/organisation/solidaritaetsdienst-international-e-v-sodi/
Sonnenstern e.V.,,https://www.dzi.de/organisation/sonnenstern-e-v/
SOS-Kinderdorf e.V.,"SOS Kinderdorf e.V. betreibt in Deutschland eine Vielzahl von SOS-Kinderdörfern, Jugendhilfeeinrichtungen (Wohngemeinschaften und ambulante Betreuung), Beratungszentren und Frühfördereinrichtungen, Ausbildungs- und Beschäftigungseinrichtungen, Mütterzentren sowie Dorfgemeinschaften und …",https://www.dzi.de/organisation/sos-kinderdorf-e-v/
SOS-Kinderdörfer weltweit Hermann-Gmeiner-Fonds Deutschland e.V.,"SOS-Kinderdörfer weltweit ist Teil der SOS-Kinderdorf-Gemeinschaft, die in 138 Ländern mehr als 2.800 Programme finanziert. Dazu gehören die mehr als 500 Kinderdörfer sowie hunderte Kinder- …",https://www.dzi.de/organisation/sos-kinderdoerfer-weltweit-hermann-gmeiner-fonds-deutschland-e-v/
Sozialer Hilfsdienst für Jugend- & Altenhilfe e.V.,,https://www.dzi.de/organisation/sozialer-hilfsdienst-fuer-jugend-altenhilfe-e-v/
St. Josefs Indianer Hilfswerk e.V.,"Das St. Josefs Indianerhilfswerk e.V. unterhält selbst keine eigenen Projekte, sondern unterstützt die St. Joseph's Indian School in South Dakota, USA. Diese Internatsschule bietet jungen …",https://www.dzi.de/organisation/st-josefs-indianer-hilfswerk-e-v/
Sternstunden e.V.,"Sternstunden e.V., die Benefizaktion des Bayerischen Rundfunks, unterstützt mit seinen Aktivitäten kranke, behinderte und in Not geratene Kinder und Jugendliche. Die Förderung konzentriert sich dabei …",https://www.dzi.de/organisation/sternstunden-e-v/
Steyler Mission Gemeinnützige Gesellschaft für Auswärtige Missionen mit beschränkter Haftung,,https://www.dzi.de/organisation/steyler-mission-gemeinnuetzige-gesellschaft-fuer-auswaertige-missionen-mit-beschraenkter-haftung/
Stiftung Berliner Leben,"Die Stiftung Berliner Leben wurde durch die Gewobag Wohnungsbau-Aktiengesellschaft Berlin gegründet, um stabile nachbarschaftliche Strukturen, den sozialen Ausgleich und die Integration unterschiedlicher Bevölkerungsgruppen in den …",https://www.dzi.de/organisation/stiftung-berliner-leben/
Stiftung Bildung,"Ziel der Stiftung Bildung ist es, Bildungschancen für Kinder und Jugendliche zu verbessern. Dazu wirkt sie auf das bundesweite Netzwerk der Kita- und Schulfördervereine ein …",https://www.dzi.de/organisation/stiftung-bildung/
Stiftung der Deutschen Lions (SDL),"Die Stiftung der Deutschen Lions berät, begleitet, koordiniert und fördert nationale und internationale Projekte der Lions Clubs. Ein Großteil der Hilfe fließt in gemeinnützige Projekte …",https://www.dzi.de/organisation/stiftung-der-deutschen-lions-sdl/
Stiftung Deutsche Krebshilfe,"Ziel der Stiftung Deutsche Krebshilfe ist es, Krebskrankheiten zu erforschen und die Behandlung Krebskranker zu verbessern. Die Stiftung bürgerlichen Rechts wurde im Dezember 2014 als …",https://www.dzi.de/organisation/stiftung-deutsche-krebshilfe/
Stiftung Deutsche Schlaganfall-Hilfe,Die Stiftung Deutsche Schlaganfall-Hilfe versteht sich als primäre Ansprechpartnerin auf dem Gebiet der Gefäßerkrankungen mit dem Schwerpunkt Schlaganfall. Die Stiftung widmet sich mit der bundesweiten …,https://www.dzi.de/organisation/stiftung-deutsche-schlaganfall-hilfe/
Stiftung Humor Hilft Heilen gemeinnützige Gesellschaft mit beschränkter Haftung,Die Gesellschaft führt sogenannte Clownvisiten in Krankenhäusern durch und stellt die Bedeutung des Lachens als Teil medizinischer und therapeutischer Behandlungen heraus. Darüber hinaus unterstützt die …,https://www.dzi.de/organisation/stiftung-humor-hilft-heilen-ggmbh/
Stiftung KinderHerz Deutschland gGmbH,,https://www.dzi.de/organisation/stiftung-kinderherz-deutschland-ggmbh/
Stiftung Kinderzukunft,"Die Stiftung Kinderzukunft betreibt in Guatemala, Rumänien und Bosnien-Herzegowina je ein Kinderdorf. Der Betrieb dieser drei Einrichtungen erfolgt über dort ansässige Tochterstiftungen. Die Kinderdörfer beherbergen …",https://www.dzi.de/organisation/stiftung-kinderzukunft/
Stiftung Menschen für Menschen – Karlheinz Böhms Äthiopienhilfe –,Die Stiftung Menschen für Menschen – Karlheinz Böhms Äthiopienhilfe – wurde 2003 errichtet und ist aus dem im Jahr 1981 gegründeten gleichnamigen Verein hervorgegangen. Die …,https://www.dzi.de/organisation/stiftung-menschen-fuer-menschen-karlheinz-boehms-aethiopienhilfe/
Stiftung NÄCHSTENLIEBE WELTWEIT,,https://www.dzi.de/organisation/stiftung-naechstenliebe-weltweit/
Stiftung RTL – Wir helfen Kindern e.V.,"Die Stiftung RTL – Wir helfen Kindern e.V. unterstützt mit ihren Aktivitäten Kinderhilfeprojekte weltweit. Die Schwerpunkte liegen dabei auf Maßnahmen, die die Lebensperspektiven für Kinder …",https://www.dzi.de/organisation/stiftung-rtl-wir-helfen-kindern-e-v/
Stiftung Sabab Lou,"Die Stiftung Sabab Lou fördert in Gambia ein landwirtschaftliches Ausbildungsprojekt für junge Gambierinnen und Gambier. Die duale Ausbildung mit Fokus auf Gemüsebau, Geflügel- und Viehhaltung, …",https://www.dzi.de/organisation/stiftung-sabab-lou/
Stiftung Tagwerk,"Die Stiftung Tagwerk will mit Bildung die Welt verbessern. Zu diesem Zweck startete 2003 die Kampagne „Aktion Tagwerk “, die heute bundesweit stattfindet. Die Idee …",https://www.dzi.de/organisation/aktion-tagwerk-e-v/
Stiftung TANZ – Transition Zentrum Deutschland,"Tänzerinnen und Tänzer müssen sich, im Unterschied zu vielen anderen Berufsgruppen, nach einer relativ kurzen aktiven Zeit auf der Bühne beruflich neu orientieren. Jede:r professionelle …",https://www.dzi.de/organisation/stiftung-tanz-transition-zentrum-deutschland/
Stiftung United Internet for UNICEF,"Die selbständige, rechtsfähige „Stiftung United Internet for UNICEF“ wurde im Jahr 2006 vom Vorstand der United Internet AG gegründet. Die Stiftung bürgerlichen Rechts unterstützt ausschließlich …",https://www.dzi.de/organisation/stiftung-united-internet-for-unicef/
Stiftung Wir für Kinder in Not – Hilfsfonds für Kinder und Jugendliche,"Die Stiftung Wir für Kinder in Not – Hilfsfonds für Kinder und Jugendliche unterstützt insbesondere kranke und beeinträchtigte Kinder, Kinder, die auf der Flucht sind, …",https://www.dzi.de/organisation/stiftung-wir-fuer-kinder-in-not-hilfsfonds-fuer-kinder-und-jugendliche/
Studiosus Foundation e.V.,"Die Studiosus Foundation e.V. setzt das Engagement der Studiosus Reisen München GmbH fort, die im Rahmen ihrer Unternehmenstätigkeit seit 1993 gemeinnützige Projekte unterstützt hat. Der …",https://www.dzi.de/organisation/studiosus-foundation-e-v/
Sucht- und Jugendhilfe e.V.,,https://www.dzi.de/organisation/sucht-und-jugendhilfe-e-v/
Support International e.V.,"Support International e.V. unterstützt in Uganda unter anderem bedürftige Kinder und Jugendliche, deren Eltern an AIDS erkrankt oder verstorben sind, insbesondere bei der Schul- und …",https://www.dzi.de/organisation/support-international-e-v/
Syrienhilfe e.V.,,https://www.dzi.de/organisation/syrienhilfe-e-v/
Tabitha Global Care Germany e.V.,"Im Mittelpunkt der Arbeit von Tabitha Global Care Germany e.V. steht die Unterstützung von Kindern, Familien und ihrem Umfeld im Kampf gegen Armut. Dazu betreibt …",https://www.dzi.de/organisation/tabitha-global-care-germany-e-v/
Tafel Deutschland e.V.,"Die Tafel Deutschland e.V. ist die Dachorganisation der über 900 lokalen Tafeln, die ihrerseits rechtlich selbstständig sind oder aber in Trägerschaft eines gemeinnützigen Wohlfahrtsverbands arbeiten. …",https://www.dzi.de/organisation/tafel-deutschland-e-v/
TARGET e.V. Ruediger Nehberg,"Der Schwerpunkt der Vereinsarbeit liegt vor allem in Aktionen gegen die weibliche Genitalverstümmelung, in überwiegend islamisch geprägten Ländern. Der Verein setzt diesen Zweck insbesondere durch …",https://www.dzi.de/organisation/target-e-v-ruediger-nehberg/
Tearfund Deutschland e.V.,"Tearfund Deutschland e.V. ist eine international tätige Organisation für Entwicklungszusammenarbeit und entwicklungsorientierte Nothilfe. Sie ist selbständiger Teil der Tearfund Familie, einem weltweiten Netzwerk christlicher Werke …",https://www.dzi.de/organisation/tearfund-deutschland-e-v/
Terra Tech Förderprojekte e.V.,"Terra Tech unterstützt in verschiedenen Ländern Projekte der Entwicklungszusammenarbeit und der humanitären Hilfe. Die Durchführung der Projekte erfolgt in Zusammenarbeit mit lokalen Partnern (Selbsthilfegruppen, Gemeinden, …",https://www.dzi.de/organisation/terra-tech-foerderprojekte-e-v/
TERRE DES FEMMES – Menschenrechte für die Frau e.V.,Die Kernaufgaben von TERRE DES FEMMES - Menschenrechte für die Frau e.V. liegen vor allem in der Öffentlichkeits- und Lobbyarbeit. Mit Kampagnen und Pressearbeit wird …,https://www.dzi.de/organisation/terre-des-femmes-menschenrechte-fuer-die-frau-e-v/
terre des hommes Deutschland e.V.,"Zentrales Anliegen von terre des hommes Deutschland e.V. ist der Schutz von Kindern vor Sklaverei, Ausbeutung und Missbrauch sowie die Sicherstellung ihrer Erziehung und Ausbildung. …",https://www.dzi.de/organisation/terre-des-hommes-deutschland-e-v-hilfe-fuer-kinder-in-not/
The Smile Train Stiftung,,https://www.dzi.de/organisation/the-smile-train-stiftung/
Themba Labantu – Hoffnung für die Menschen e.V.,Themba Labantu - Hoffnung für die Menschen e.V. kooperiert in erster Linie mit dem iThemba Labantu Lutheran Community Centre in Südafrika. Das in einem Township …,https://www.dzi.de/organisation/themba-labantu-hoffnung-fuer-menschen-e-v/
Tierärzte ohne Grenzen e.V.,"Hauptanliegen des Vereins ist es, veterinärmedizinisches Fachwissen in die Entwicklungszusammenarbeit einzubringen. Er setzt sich für eine Verbesserung der Tiergesundheit (insbesondere landwirtschaftlicher Nutztiere), für eine Erhöhung …",https://www.dzi.de/organisation/tieraerzte-ohne-grenzen-e-v/
TOGO – Neuer Horizont e.V.,"TOGO - Neuer Horizont e.V. engagiert sich in dem westafrikanischen Land in verschiedener Hinsicht. So fördert die Organisation den Bau und die Einrichtung von Schulen, …",https://www.dzi.de/organisation/togo-neuer-horizont-e-v/
TRIBUTE TO BAMBI Stiftung,"TRIBUTE TO BAMBI ist eine Initiative der Hubert Burda Media, die seit 2001 im Zeichen von BAMBI notleidenden Kindern und Jugendlichen in Deutschland hilft. Seit …",https://www.dzi.de/organisation/tribute-to-bambi-stiftung/
TROPICA VERDE – Verein zum Schutz tropischer Lebensräume e.V.,TROPICA VERDE e.V. fördert Natur- und Artenschutzprojekte in Costa Rica. Die Organisation setzt sich für den Erhalt und die Regeneration tropischer Regenwälder sowie für den …,https://www.dzi.de/organisation/tropica-verde-verein-zum-schutz-tropischer-lebensraeume-e-v/
UNO-Flüchtlingshilfe e.V.,"Die UNO-Flüchtlingshilfe ist der deutsche Partner des Flüchtlingshilfswerks der Vereinten Nationen (UNHCR). Ziel der Organisation ist es, das Leben von Flüchtlingen zu schützen und dazu …",https://www.dzi.de/organisation/uno-fluechtlingshilfe-e-v/
Verein für Hoffnung der Zukunft (V.H.Z.) e.V.,,https://www.dzi.de/organisation/verein-fuer-hoffnung-der-zukunft-v-h-z-e-v/
Verein für Menschen und Freiheit (V.M.F.) e.V.,,https://www.dzi.de/organisation/verein-fuer-menschen-und-freiheit-v-m-f-e-v/
Verein Programm Klasse2000 e.V.,"Der Verein führt das Unterrichtsprogramm Klasse2000 zur Gesundheitsförderung, Gewalt- und Suchtprävention in Grund- und Förderschulen durch. Das Programm wurde 1991 am Institut für Präventive Pneumologie …",https://www.dzi.de/organisation/verein-programm-klasse-2000-e-v/
Verein zur Förderung der Städtepartnerschaft Kreuzberg – San Rafael del Sur e.V.,"Der Verein unterstützt Projekte in dem nicaraguanischen Landkreis San Rafael del Sur. Hier leben cirka 42.000 Menschen in der gleichnamigen Stadt und in 59 weiteren, …",https://www.dzi.de/organisation/verein-zur-foerderung-der-staedtepartnerschaft-kreuzberg-san-rafael-del-sur-e-v/
Vereinte Evangelische Mission. Gemeinschaft von Kirchen in drei Erdteilen (VEM),"Die VEM versteht sich als eine Gemeinschaft, in der sich alle Mitgliedskirchen in Afrika, Asien und Deutschland gegenseitig durch den Austausch von Erfahrungen sowie durch …",https://www.dzi.de/organisation/vereinte-evangelische-mission-gemeinschaft-von-kirchen-in-drei-erdteilen-vem/
VFK Krebsforschung gGmbH,,https://www.dzi.de/organisation/vfk-krebsforschung-ggmbh/
Viva con Agua de Sankt Pauli e.V.,Die Organisation fördert Trinkwasser- und Sanitärprojekte in Entwicklungsländern. Hierfür leitet der Verein gesammelte Spenden zu einem Großteil an seinen Kooperationspartner Deutsche Welthungerhilfe e.V. aber auch …,https://www.dzi.de/organisation/viva-con-agua-de-sankt-pauli-e-v/
Volksbund Deutsche Kriegsgräberfürsorge e.V.,Ein Tätigkeitsschwerpunkt des Vereins ist die Instandsetzung und Pflege deutscher Kriegsgräberstätten im In- und Ausland. Darüber hinaus erfasst der Volksbund Deutsche Kriegsgräberfürsorge e.V. sowohl deutsche …,https://www.dzi.de/organisation/volksbund-deutsche-kriegsgraeberfuersorge-e-v/
Von Herz zu Herz e.V. – Hilfe die ankommt,"Ziel der Fördermaßnahmen des Vereins Von Herz zu Herz e.V. – Hilfe die ankommt ist es, körperlich, finanziell oder seelisch in Not geratenen Menschen zu …",https://www.dzi.de/organisation/von-herz-zu-herz-e-v-hilfe-die-ankommt/
Watoto e.V.,"Watoto (Suaheli: „Kinder“) unterstützt die Mekaela Academies in Kenia. Mekaela Academies wurde 1993 gegründet, um Kindern in Afrika unabhängig von ihrer finanziellen Situation eine schulische …",https://www.dzi.de/organisation/watoto-e-v/
WEFA-HUMANITÄRE ORGANISATION e.V.,,https://www.dzi.de/organisation/wefa-humanitaere-organisation-e-v/
WEISSER RING Gemeinnütziger Verein zur Unterstützung von Kriminalitätsopfern und zur Verhütung von Straftaten e.V.,"Der Verein setzt sich in erster Linie für Opfer von Kriminalität und Gewalt ein, beispielsweise durch Finanzierung einer kostenlosen Erstberatung bei Rechtsanwält*innen, einer psychotraumatologischen Betreuung …",https://www.dzi.de/organisation/weisser-ring-gemeinnuetziger-verein-zur-unterstuetzung-von-kriminalitaetsopfern-und-zur-verhuetung-von-straftaten-e-v/
WELTFRIEDENSDIENST e.V.,"Der WELTFRIEDENSDIENST e.V. versteht seine Arbeit als Engagement für mehr Gerechtigkeit und gegen die ungleiche Verteilung von gesellschaftlichem Reichtum. In Afrika, Lateinamerika und Asien unterstützt …",https://www.dzi.de/organisation/weltfriedensdienst-e-v/
Welthaus Bielefeld e.V.,Welthaus Bielefeld e.V. ist in Deutschland vor allem in Nordrhein-Westfalen tätig. Im Rahmen entwicklungsbezogener Bildungs- und Informationsarbeit gilt das Engagement des Vereins der Zusammenarbeit mit …,https://www.dzi.de/organisation/welthaus-bielefeld-e-v/
Weltnotwerk e.V. – Solidaritätsaktion der Katholischen Arbeitnehmer-Bewegung Deutschlands (KAB),"Das Weltnotwerk der KAB ist das internationale Hilfswerk der Katholischen Arbeitnehmer-Bewegung (KAB) Deutschlands e.V. Wesentliche Zielsetzung des Vereins ist es, in Afrika, Asien und Lateinamerika …",https://www.dzi.de/organisation/weltnotwerk-e-v-solidaritaetsaktion-der-katholischen-arbeitnehmer-bewegung-deutschlands-kab/
Weltweite Initiative für Soziales Engagement (WISE) e.V.,,https://www.dzi.de/organisation/weltweite-initiative-fuer-soziales-engagement-wise-e-v/
Wir helfen – der Unterstützungsverein von M. DuMont Schauberg e.V.,wir helfen e.V. ist die Aktion des „Kölner Stadt-Anzeiger“ für benachteiligte Kinder und Jugendliche im Verbreitungsgebiet des Kölner Stadt-Anzeigers. Seit der Gründung im Herbst 1998 …,https://www.dzi.de/organisation/wir-helfen-der-unterstuetzungsverein-von-m-dumont-schauberg-e-v/
"WMF Barmherzigkeit, Verein zur Hilfe bedürftiger Menschen in aller Welt e.V.","Der Verein unterstützt nach eigenen Angaben Projekte in Afrika, Europa und Asien.",https://www.dzi.de/organisation/wmf-barmherzigkeit-verein-zur-hilfe-beduerftiger-menschen-in-aller-welt-e-v/
World Children´s Fund Deutschland e.V.,,https://www.dzi.de/organisation/world-childrens-fund-deutschland-e-v/
World Vision Deutschland e.V.,"Im Mittelpunkt der Arbeit des christlichen Hilfswerks World Vision Deutschland e.V. steht die Unterstützung von Kindern, Familien und ihrem Umfeld im Kampf gegen Armut und …",https://www.dzi.de/organisation/world-vision-deutschland-e-v/
"Wort & Tat, Allgemeine Missions-Gesellschaft e.V.",Wort & Tat unterstützt langfristig angelegte Hilfen für Menschen in verschiedenen Regionen der Welt. Der deutsche Verein entsendet dabei keine eigenen Fachkräfte in die verschiedenen …,https://www.dzi.de/organisation/wort-tat-allgemeine-missions-gesellschaft-e-v/
Wycliff e.V.,"Wycliff e.V. erforscht weltweit die Sprachen von Minderheiten, um das Lesen und Schreiben in der jeweiligen Muttersprache zu fördern und um die Bibel und andere …",https://www.dzi.de/organisation/wycliff-e-v/
Zeltschule e.V.,Im libanesisch-syrischen Grenzgebiet leben hunderttausende geflüchtete syrische Familien in provisorischen Unterkünften. Die weit überwiegende Mehrheit von ihnen lebt unterhalb der Armutsgrenze. Die geflüchteten Familien haben …,https://www.dzi.de/organisation/zeltschule-e-v/
